Fecha,Nombre del Comercio,Direccion del Comercio,Vecindario del Comercio,Area del Comercio,Codigo Postal del Comercio,Categoria del Comercio,Telefono del Comercio,Web del Comercio,Moneda,Cantidad Total,Descripcion del Producto,SKU del Producto,UoM del Producto,Categoria del Producto,Precio Unitario del Producto
2024-04-23 12:15:00,Publix,"1951 South Narcoossee Road Fl 3477, St. Cloud, FL 34771-7211, USA",St Cloud,FL,34771-7211,Grocery Store,14078420598,N/A,USD,34.8,Sar  Chdwht Thn,N/A,N/A,Meals & Entertainment,4.19
2024-04-23 12:15:00,Publix,"1951 South Narcoossee Road Fl 3477, St. Cloud, FL 34771-7211, USA",St Cloud,FL,34771-7211,Grocery Store,14078420598,N/A,USD,34.8,Cocacola Classic,N/A,N/A,Meals & Entertainment,7.99
2024-04-23 12:15:00,Publix,"1951 South Narcoossee Road Fl 3477, St. Cloud, FL 34771-7211, USA",St Cloud,FL,34771-7211,Grocery Store,14078420598,N/A,USD,34.8,Chobani Swt Cream,N/A,N/A,Meals & Entertainment,5.49
2024-04-23 12:15:00,Publix,"1951 South Narcoossee Road Fl 3477, St. Cloud, FL 34771-7211, USA",St Cloud,FL,34771-7211,Grocery Store,14078420598,N/A,USD,34.8,Chobani Swt Cream,N/A,N/A,Meals & Entertainment,5.49
2024-04-23 12:15:00,Publix,"1951 South Narcoossee Road Fl 3477, St. Cloud, FL 34771-7211, USA",St Cloud,FL,34771-7211,Grocery Store,14078420598,N/A,USD,34.8,Bh Grg Wedge Turkey,N/A,N/A,Meals & Entertainment,5.99
2024-04-23 12:08:00,La Esquina Del Lechon,"8601 Northwest 58th Street #101, Miami, FL 33166-3312, USA",Miami,FL,33166-3312,Restaurant,,www.esquinalechon.com,USD,9.18,Chicharrn,N/A,N/A,Meals & Entertainment,8.5
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water  ,N/A,N/A,Job Supplies,3.45
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water  ,N/A,N/A,Job Supplies,3.45
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Xs Dreyers Cookie Do ,N/A,N/A,Meals & Entertainment,2.75
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Sprite  Dz ,N/A,N/A,Meals & Entertainment,2.35
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Xs Fanta Pineapple  ,N/A,N/A,Meals & Entertainment,1.95
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Swsm Choc Almonds ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Crayola Oz Tooth ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Mgch Menthol Coug ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water ,813962528020,N/A,Meals & Entertainment,-1.0
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water  ,N/A,N/A,Job Supplies,3.45
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Dreyers Cookie Do ,N/A,N/A,Meals & Entertainment,2.75
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Sprite  Oz,49000007640,N/A,Meals & Entertainment,2.35
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Fanta Pineapple  ,N/A,N/A,Meals & Entertainment,1.95
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Swsm Choc Almonds ,N/A,N/A,Meals & Entertainment,1.0
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Crayola Oz Tooth ,N/A,N/A,Meals & Entertainment,1.0
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Mgch Menthol Coug ,N/A,N/A,Meals & Entertainment,1.0
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Dreyers Cookie Do ,N/A,N/A,Meals & Entertainment,2.75
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Sprite  Oz ,N/A,N/A,Meals & Entertainment,2.35
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Fanta Pineapple  ,N/A,N/A,Meals & Entertainment,1.95
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Swsm Choc Almonds ,N/A,N/A,Meals & Entertainment,1.0
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Crayola Oz Tooth ,N/A,N/A,Meals & Entertainment,1.0
N/A,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Mgch Menthol Coug ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water  ,N/A,N/A,Meals & Entertainment,3.45
2024-04-23 16:51:00,Burlington Coat Factory,"7757 West Flagler Street Suite 34, Miami, FL 33144-2300, USA",Miami,FL,33144-2300,Clothing Store,17866737726,www.Burlington.com,USD,23.63,Hff Easy Pullover Swblac,SB171780061,N/A,Job Supplies,9.09
2024-04-23 16:51:00,Burlington Coat Factory,"7757 West Flagler Street Suite 34, Miami, FL 33144-2300, USA",Miami,FL,33144-2300,Clothing Store,17866737726,www.Burlington.com,USD,23.63,Rocky Canvas Sliponblack Can,AB67002818b,N/A,Job Supplies,12.99
2024-04-23 12:32:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,3.45,Cv Pk Water  ,N/A,N/A,Job Supplies,3.45
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Cv Hamburger Buns ,N/A,N/A,Meals & Entertainment,1.5
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Dreyers Cookie Do ,N/A,N/A,Meals & Entertainment,2.75
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Nan,49000007640,N/A,Meals & Entertainment,2.35
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Xs Fanta Pineapple  ,N/A,N/A,Meals & Entertainment,1.95
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,S Swsm Choc Almonds ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Crayola Oz Tooth ,N/A,N/A,Meals & Entertainment,1.0
2024-04-23 12:34:00,Dollar General,"5175 Southwest 8th Street, Miami, FL 33134-2474, USA",Miami,FL,33134-2474,Grocery,17866334430,N/A,USD,13.05,Mgch Menthol Coug ,N/A,N/A,Meals & Entertainment,1.0
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,Dux Unsalted CrackersSf,N/A,N/A,Meals & Entertainment,4.98
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,Markdown,N/A,N/A,Meals & Entertainment,-3.01
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,Zanahoria Sueltas  Loose CFw,N/A,lb,Meals & Entertainment,2.06
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,PumpkincalabazaSfw,N/A,N/A,Meals & Entertainment,-2.35
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,PumpkincalabazaSfw,N/A,N/A,Meals & Entertainment,1.53
2024-04-21 17:55:55,Sedanos Supermarket,"500 Southwest 8th Street, Miami, FL 33130-3414, USA",Miami,FL,33130-3414,Grocery,13058561314,N/A,USD,12.67,Plum TomatoesSfw,N/A,lb,Meals & Entertainment,1.75
2024-04-20 15:49:00,Continental Rx,"505 Southwest 8th Street, Miami, FL 33130-3413, USA",Miami,FL,33130-3413,Drugstores,13058562211,app.rxlocal.com,USD,2.09,Water DistilledXgal Suntory WaterGrp,N/A,N/A,Meals & Entertainment,2.09
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Beef Liver Sliced,N/A,N/A,Meals & Entertainment,5.28
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Beef Liver Sliced,N/A,N/A,Meals & Entertainment,4.56
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Chicken Breast Steak Boneles,N/A,N/A,Meals & Entertainment,8.16
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Tare  Lb,N/A,lb,Meals & Entertainment,2.66
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Plum TomatoesFw,N/A,N/A,Meals & Entertainment,2.65
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Tare  Lb,N/A,lb,Meals & Entertainment,1.53
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,BananasFw,N/A,N/A,Meals & Entertainment,1.53
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Yellowonion BagFw,N/A,N/A,Meals & Entertainment,2.39
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Carrot Bag,N/A,N/A,Meals & Entertainment,1.5
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Tare  B,N/A,lb,Meals & Entertainment,3.39
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Red PotatoesFw,N/A,N/A,Meals & Entertainment,3.39
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,CeleryFw,N/A,N/A,Meals & Entertainment,1.5
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,CeleryFw,N/A,N/A,Meals & Entertainment,1.5
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,ChayoteSfw,N/A,each,Meals & Entertainment,2.38
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Cilantro Suelto,N/A,each,Meals & Entertainment,2.38
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Pan Harina YellowcornSf,N/A,N/A,Meals & Entertainment,3.0
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Markdown,N/A,N/A,Meals & Entertainment,-0.39
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Su Sabor Panela  Carita,N/A,N/A,Meals & Entertainment,3.29
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Semi Soft Wht Lsodium,N/A,N/A,Meals & Entertainment,5.29
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Markdown,N/A,N/A,Meals & Entertainment,-2.12
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Sedanos Ls Cooked Ham,N/A,N/A,Meals & Entertainment,4.02
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Markdown,N/A,N/A,Meals & Entertainment,-0.21
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Dannoikos PlainFw,N/A,N/A,Meals & Entertainment,5.99
2024-04-21 09:31:43,Ssedanos,"3801 West Flagler Street, Miami, FL 33134-1603, USA",Miami,FL,33134-1603,Grocery,17865023420,N/A,USD,60.01,Pan Cubano,N/A,N/A,Meals & Entertainment,1.19
2024-04-22 18:56:25,Marshalls,"255 East Flagler Street, Miami, FL 33131-1306, USA",Miami,FL,33131-1306,Department Store,13053583844,www.MARSHALLSFEEDBACK.com,USD,22.99,Jewelrywatche,114842598,N/A,Gifts,4.5
2024-04-22 18:56:25,Marshalls,"255 East Flagler Street, Miami, FL 33131-1306, USA",Miami,FL,33131-1306,Department Store,13053583844,www.MARSHALLSFEEDBACK.com,USD,22.99,Childrens Foot,114892265,N/A,Gifts,16.99
2024-04-22 22:06:00,Burlington Coat Factory,"7757 West Flagler Street Suite 34, Miami, FL 33144-2300, USA",Miami,FL,33144-2300,Clothing Store,17866737726,www.Burlington.com,USD,6.79,Nan,LB38972210,N/A,Gifts,7.99
2024-04-22 22:06:00,Burlington Coat Factory,"7757 West Flagler Street Suite 34, Miami, FL 33144-2300, USA",Miami,FL,33144-2300,Clothing Store,17866737726,www.Burlington.com,USD,6.79,Trans Discount ,N/A,N/A,Gifts,-1.2
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Mcarthur  Lowfat MilkSfw,N/A,N/A,Meals & Entertainment,1.99
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Muenster CheeseSf,N/A,N/A,Meals & Entertainment,1.42
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Markdown,N/A,N/A,Meals & Entertainment,-1.91
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Muenster CheeseSf,N/A,N/A,Meals & Entertainment,1.42
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,El Toro Jamon Viejo  Old Fa,N/A,N/A,Meals & Entertainment,3.35
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Cape Cod Sweet  Spicy J,N/A,N/A,Meals & Entertainment,2.19
2024-04-21 15:04:42,Presidente Supermarket,"1895 Southwest 8th Street, Miami, FL 33135-3417, USA",Miami,FL,33135-3417,Grocery,13055410024,N/A,USD,14.37,Perrier FriasTsf,N/A,each,Meals & Entertainment,3.74
2024-04-23 18:12:00,Sams Club,"8425 Northwest 13th Terrace, Doral, FL 33126-1509, USA",Doral,FL,33126-1509,Department Stores,13054639384,samsclub.com,USD,38.42,Rx XxxD Qty H Cmk,N/A,N/A,Job Supplies,26.43
2024-04-23 18:12:00,Sams Club,"8425 Northwest 13th Terrace, Doral, FL 33126-1509, USA",Doral,FL,33126-1509,Department Stores,13054639384,samsclub.com,USD,38.42,Rx XxxD Qty HMa Cmk,N/A,N/A,Job Supplies,11.99
2024-04-23 18:20:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,17868671605,N/A,USD,46.38,Family SpecialLeft HalfPepperoniRight HalfHamCoke,N/A,N/A,Meals & Entertainment,33.0
2024-04-23 18:20:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,17868671605,N/A,USD,46.38,Oz Side Marinara Sauce,N/A,N/A,Meals & Entertainment,-1.0
2024-04-23 17:48:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,17864738263,N/A,USD,39.9,Medium WholeMamma Mia All The Way W,N/A,N/A,Meals & Entertainment,30.0
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Nan,N/A,each,Meals & Entertainment,2.48
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Pilon Espresso CoffeeSf,N/A,N/A,Meals & Entertainment,2.48
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Limited Price Discount,N/A,N/A,Meals & Entertainment,-1.51
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Markdown,N/A,N/A,Meals & Entertainment,-2.0
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Pastalia Spaghetti Pasta,N/A,N/A,Meals & Entertainment,0.99
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Markdown,N/A,N/A,Meals & Entertainment,-0.2
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Pastalia Spaghetti Pasta,N/A,N/A,Meals & Entertainment,0.99
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Markdown,N/A,N/A,Meals & Entertainment,-0.2
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Iberia Black BeansSf,N/A,N/A,Meals & Entertainment,1.19
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Markdown,N/A,N/A,Meals & Entertainment,-0.2
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Iberia Yellow Split PeasSf,N/A,N/A,Meals & Entertainment,1.29
2024-04-20 16:13:25,Presidente Supermarket,"1035 Northwest 9th Avenue, Fort Lauderdale, FL 33311-6220, USA",Fort Lauderdale,FL,33311-6220,Grocery Or Supermarket,19545232935,N/A,USD,8.43,Iberia Small Red BeansSfNet Sales,N/A,N/A,Meals & Entertainment,1.49
2024-04-22 08:56:00,Aldi,"700 Stirling Road, Dania Beach, FL 33004-3597, USA",Dania Beach,FL,33004-3597,Grocery,,www.ALDI.us,USD,10.28,Large Eggs,N/A,N/A,Meals & Entertainment,4.94
2024-04-22 08:56:00,Aldi,"700 Stirling Road, Dania Beach, FL 33004-3597, USA",Dania Beach,FL,33004-3597,Grocery,,www.ALDI.us,USD,10.28,Shoe LinersNb,N/A,N/A,Meals & Entertainment,4.99
2024-04-23 12:01:00,Aldi,"700 Stirling Road, Dania Beach, FL 33004-3597, USA",Dania Beach,FL,33004-3597,Grocery,,www.ALDI.us,USD,4.87,Assort Breadcrumbs,N/A,N/A,Meals & Entertainment,3.58
2024-04-23 12:01:00,Aldi,"700 Stirling Road, Dania Beach, FL 33004-3597, USA",Dania Beach,FL,33004-3597,Grocery,,www.ALDI.us,USD,4.87,White Bread,N/A,N/A,Meals & Entertainment,1.29
2024-04-23 10:31:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Restaurant,13052461737,N/A,USD,45.14,Small WholeSausagePineapple,N/A,N/A,Meals & Entertainment,18.0
2024-04-23 10:31:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Restaurant,13052461737,N/A,USD,45.14,L PastaSpaghetti CMeat Balls CNo Side,N/A,N/A,Meals & Entertainment,15.0
2024-04-23 11:47:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,13059758443,N/A,USD,166.92,Xlarge WholePepperoni,N/A,N/A,Meals & Entertainment,24.0
2024-04-23 11:47:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,13059758443,N/A,USD,166.92,Xlarge WholeSausage,N/A,N/A,Meals & Entertainment,24.0
2024-04-23 11:47:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,13059758443,N/A,USD,166.92,Medium WholeEx Cheese,N/A,N/A,Meals & Entertainment,22.0
2024-04-23 11:47:00,Mamma Mia,"538 Washington, Homestead, FL 33030-6053, USA",Homestead,FL,33030-6053,Pizza,13059758443,N/A,USD,166.92,Chicken Wings Hot SauceRanch,N/A,N/A,Meals & Entertainment,18.0
